id,fullName,shortName,nationality,dateOfBirth,rightArmedBowl,rightHandedBat,bowlingStyle,teamId
1859,Scott Kuggeleijn,S Kuggeleijn,New Zealander,1992-01-03,true,true,FAST_SEAM,7515
434,Adam Milne,A Milne,New Zealander,1992-04-13,true,true,FAST_SEAM,7515
1505,Matt Henry,M Henry,New Zealander,1991-12-14,true,true,FAST_SEAM,7515
1304,Ish Sodhi,I Sodhi,New Zealander,1992-10-31,true,true,LEG_SPIN,7515
287,Tamim Iqbal,T Iqbal,Bangladeshi,1989-03-20,false,false,,7522
1919,Soumya Sarkar,S Sarkar,Bangladeshi,1993-02-25,true,false,MEDIUM_SEAM,7522
1734,Sabbir Rahman,S Rahman,Bangladeshi,1991-11-22,true,true,LEG_SPIN,7522
491,Mushfiqur Rahim,M Rahim,Bangladeshi,1987-05-09,true,true,,7522
201,Shakib Al Hasan,S Al Hasan,Bangladeshi,1987-03-24,false,false,ORTHODOX,7522
492,Mahmudullah,Mahmudullah,Bangladeshi,1986-02-04,true,true,OFF_SPIN,7522
1588,Mosaddek Hossain,M Hossain,Bangladeshi,1995-12-10,true,true,OFF_SPIN,7522
498,Nasir Hossain,N Hossain,Bangladeshi,1991-11-30,false,true,,7522
391,Mashrafe Mortaza,M Mortaza,Bangladeshi,1983-10-05,true,true,FAST_SEAM,7522
1135,Rubel Hossain,R Hossain,Bangladeshi,1990-01-01,true,true,FAST_SEAM,7522
1594,Mustafizur Rahman,M Rahman,Bangladeshi,1995-09-06,false,false,FAST_SEAM,7522
1140,Tom Latham,T Latham,New Zealander,1992-04-02,true,false,MEDIUM_SEAM,7523
338,Luke Ronchi,L Ronchi,New Zealander,1981-04-23,false,true,,7523
1280,Neil Broom,N Broom,New Zealander,1983-11-20,false,true,,7523
226,Ross Taylor,R Taylor,New Zealander,1984-03-08,true,true,OFF_SPIN,7523
968,Corey Anderson,C Anderson,New Zealander,1990-12-13,false,false,,7523
971,Jimmy Neesham,J Neesham,New Zealander,1990-09-17,true,false,MEDIUM_SEAM,7523
773,Colin Munro,C Munro,New Zealander,1987-03-11,true,false,MEDIUM_SEAM,7523
1903,Mitchell Santner,M Santner,New Zealander,1992-02-05,false,false,ORTHODOX,7523
1505,Matt Henry,M Henry,New Zealander,1991-12-14,true,true,FAST_SEAM,7523
974,Jeetan Patel,J Patel,New Zealander,1980-05-07,false,true,,7523
1492,Hamish Bennett,H Bennett,New Zealander,1987-02-22,true,false,MEDIUM_SEAM,7523
511,Alex Hales,A Hales,English,1989-01-03,true,true,MEDIUM_SEAM,7524
1906,Jason Roy,J Roy,English,1990-07-21,true,true,,7524
887,Joe Root,J Root,English,1990-12-30,true,true,OFF_SPIN,7524
197,Eoin Morgan,E Morgan,English,1986-09-10,true,false,MEDIUM_SEAM,7524
1154,Ben Stokes,B Stokes,English,1991-06-04,true,false,FAST_SEAM,7524
509,Jos Buttler,J Buttler,English,1990-09-08,true,true,,7524
1735,Moeen Ali,M Ali,English,1987-06-18,true,false,OFF_SPIN,7524
967,Chris Woakes,C Woakes,English,1989-03-02,true,true,FAST_SEAM,7524
796,Adil Rashid,A Rashid,English,1988-02-17,true,true,LEG_SPIN,7524
1842,Liam Plunkett,L Plunkett,English,1985-04-06,true,true,FAST_SEAM,7524
2749,Mark Wood,M Wood,English,1990-01-11,true,true,FAST_SEAM,7524
456,Hashim Amla,H Amla,South African,1983-03-31,true,true,MEDIUM_SEAM,7525
834,Quinton de Kock,Q de Kock,South African,1992-12-17,false,false,,7525
24,Faf du Plessis,F du Plessis,South African,1984-07-13,true,true,LEG_SPIN,7525
233,AB de Villiers,AB de Villiers,South African,1984-02-17,true,true,MEDIUM_SEAM,7525
182,JP Duminy,JP Duminy,South African,1984-04-14,false,false,,7525
187,David Miller,D Miller,South African,1989-06-10,true,false,OFF_SPIN,7525
836,Chris Morris,C Morris,South African,1987-04-30,true,true,FAST_SEAM,7525
223,Wayne Parnell,W Parnell,South African,1989-07-30,false,false,,7525
1662,Andile Phehlukwayo,A Phehlukwayo,South African,1996-03-03,true,false,MEDIUM_SEAM,7525
1664,Kagiso Rabada,K Rabada,South African,1995-05-25,true,false,FAST_SEAM,7525
898,Imran Tahir,I Tahir,South African,1979-03-27,true,true,LEG_SPIN,7525
1906,Jason Roy,J Roy,English,1990-07-21,true,true,,7544
511,Alex Hales,A Hales,English,1989-01-03,true,true,MEDIUM_SEAM,7544
887,Joe Root,J Root,English,1990-12-30,true,true,OFF_SPIN,7544
197,Eoin Morgan,E Morgan,English,1986-09-10,true,false,MEDIUM_SEAM,7544
1154,Ben Stokes,B Stokes,English,1991-06-04,true,false,FAST_SEAM,7544
509,Jos Buttler,J Buttler,English,1990-09-08,true,true,,7544
1735,Moeen Ali,M Ali,English,1987-06-18,true,false,OFF_SPIN,7544
796,Adil Rashid,A Rashid,English,1988-02-17,true,true,LEG_SPIN,7544
1842,Liam Plunkett,L Plunkett,English,1985-04-06,true,true,FAST_SEAM,7544
2749,Mark Wood,M Wood,English,1990-01-11,true,true,FAST_SEAM,7544
3310,Jake Ball,J Ball,English,1991-03-14,true,true,FAST_SEAM,7544
456,Hashim Amla,H Amla,South African,1983-03-31,true,true,MEDIUM_SEAM,7545
834,Quinton de Kock,Q de Kock,South African,1992-12-17,false,false,,7545
24,Faf du Plessis,F du Plessis,South African,1984-07-13,true,true,LEG_SPIN,7545
233,AB de Villiers,AB de Villiers,South African,1984-02-17,true,true,MEDIUM_SEAM,7545
187,David Miller,D Miller,South African,1989-06-10,true,false,OFF_SPIN,7545
457,Farhaan Behardien,F Behardien,South African,1983-10-09,false,true,,7545
837,Dwaine Pretorius,D Pretorius,South African,1989-03-29,true,true,MEDIUM_SEAM,7545
836,Chris Morris,C Morris,South African,1987-04-30,true,true,FAST_SEAM,7545
1662,Andile Phehlukwayo,A Phehlukwayo,South African,1996-03-03,true,false,MEDIUM_SEAM,7545
1894,Keshav Maharaj,K Maharaj,South African,1990-02-07,false,true,ORTHODOX,7545
1664,Kagiso Rabada,K Rabada,South African,1995-05-25,true,false,FAST_SEAM,7545
1906,Jason Roy,J Roy,English,1990-07-21,true,true,,7548
511,Alex Hales,A Hales,English,1989-01-03,true,true,MEDIUM_SEAM,7548
887,Joe Root,J Root,English,1990-12-30,true,true,OFF_SPIN,7548
197,Eoin Morgan,E Morgan,English,1986-09-10,true,false,MEDIUM_SEAM,7548
506,Jonny Bairstow,J Bairstow,English,1989-09-26,true,true,MEDIUM_SEAM,7548
509,Jos Buttler,J Buttler,English,1990-09-08,true,true,,7548
796,Adil Rashid,A Rashid,English,1988-02-17,true,true,LEG_SPIN,7548
2758,David Willey,D Willey,English,1990-02-28,false,false,FAST_SEAM,7548
3320,Toby Roland-Jones,T Roland-Jones,English,1988-01-29,false,true,,7548
3310,Jake Ball,J Ball,English,1991-03-14,true,true,FAST_SEAM,7548
510,Steven Finn,S Finn,English,1989-04-04,false,true,,7548
456,Hashim Amla,H Amla,South African,1983-03-31,true,true,MEDIUM_SEAM,7549
834,Quinton de Kock,Q de Kock,South African,1992-12-17,false,false,,7549
24,Faf du Plessis,F du Plessis,South African,1984-07-13,true,true,LEG_SPIN,7549
233,AB de Villiers,AB de Villiers,South African,1984-02-17,true,true,MEDIUM_SEAM,7549
187,David Miller,D Miller,South African,1989-06-10,true,false,OFF_SPIN,7549
182,JP Duminy,JP Duminy,South African,1984-04-14,false,false,,7549
836,Chris Morris,C Morris,South African,1987-04-30,true,true,FAST_SEAM,7549
223,Wayne Parnell,W Parnell,South African,1989-07-30,false,false,,7549
1894,Keshav Maharaj,K Maharaj,South African,1990-02-07,false,true,ORTHODOX,7549
1664,Kagiso Rabada,K Rabada,South African,1995-05-25,true,false,FAST_SEAM,7549
169,Morne Morkel,M Morkel,South African,1984-10-06,true,false,FAST_SEAM,7549
1906,Jason Roy,J Roy,English,1990-07-21,true,true,,7556
511,Alex Hales,A Hales,English,1989-01-03,true,true,MEDIUM_SEAM,7556
887,Joe Root,J Root,English,1990-12-30,true,true,OFF_SPIN,7556
197,Eoin Morgan,E Morgan,English,1986-09-10,true,false,MEDIUM_SEAM,7556
1154,Ben Stokes,B Stokes,English,1991-06-04,true,false,FAST_SEAM,7556
509,Jos Buttler,J Buttler,English,1990-09-08,true,true,,7556
1735,Moeen Ali,M Ali,English,1987-06-18,true,false,OFF_SPIN,7556
967,Chris Woakes,C Woakes,English,1989-03-02,true,true,FAST_SEAM,7556
1842,Liam Plunkett,L Plunkett,English,1985-04-06,true,true,FAST_SEAM,7556
2749,Mark Wood,M Wood,English,1990-01-11,true,true,FAST_SEAM,7556
3310,Jake Ball,J Ball,English,1991-03-14,true,true,FAST_SEAM,7556
287,Tamim Iqbal,T Iqbal,Bangladeshi,1989-03-20,false,false,,7557
1919,Soumya Sarkar,S Sarkar,Bangladeshi,1993-02-25,true,false,MEDIUM_SEAM,7557
1493,Imrul Kayes,I Kayes,Bangladeshi,1987-02-02,false,false,ORTHODOX,7557
201,Shakib Al Hasan,S Al Hasan,Bangladeshi,1987-03-24,false,false,ORTHODOX,7557
491,Mushfiqur Rahim,M Rahim,Bangladeshi,1987-05-09,true,true,,7557
1734,Sabbir Rahman,S Rahman,Bangladeshi,1991-11-22,true,true,LEG_SPIN,7557
492,Mahmudullah,Mahmudullah,Bangladeshi,1986-02-04,true,true,OFF_SPIN,7557
1588,Mosaddek Hossain,M Hossain,Bangladeshi,1995-12-10,true,true,OFF_SPIN,7557
391,Mashrafe Mortaza,M Mortaza,Bangladeshi,1983-10-05,true,true,FAST_SEAM,7557
1594,Mustafizur Rahman,M Rahman,Bangladeshi,1995-09-06,false,false,FAST_SEAM,7557
1135,Rubel Hossain,R Hossain,Bangladeshi,1990-01-01,true,true,FAST_SEAM,7557
431,Martin Guptill,M Guptill,New Zealander,1986-09-30,true,true,OFF_SPIN,7560
338,Luke Ronchi,L Ronchi,New Zealander,1981-04-23,false,true,,7560
440,Kane Williamson,K Williamson,New Zealander,1990-08-08,true,true,OFF_SPIN,7560
226,Ross Taylor,R Taylor,New Zealander,1984-03-08,true,true,OFF_SPIN,7560
1280,Neil Broom,N Broom,New Zealander,1983-11-20,false,true,,7560
968,Corey Anderson,C Anderson,New Zealander,1990-12-13,false,false,,7560
971,Jimmy Neesham,J Neesham,New Zealander,1990-09-17,true,false,MEDIUM_SEAM,7560
1903,Mitchell Santner,M Santner,New Zealander,1992-02-05,false,false,ORTHODOX,7560
307,Tim Southee,T Southee,New Zealander,1988-12-11,true,true,MEDIUM_SEAM,7560
434,Adam Milne,A Milne,New Zealander,1992-04-13,true,true,FAST_SEAM,7560
969,Trent Boult,T Boult,New Zealander,1989-07-22,false,true,FAST_SEAM,7560
170,David Warner,D Warner,Australian,1986-10-27,true,false,LEG_SPIN,7561
167,Aaron Finch,A Finch,Australian,1986-11-17,false,true,ORTHODOX,7561
271,Steve Smith,S Smith,Australian,1989-06-02,true,true,LEG_SPIN,7561
388,Moises Henriques,M Henriques,Australian,1987-02-01,true,true,MEDIUM_SEAM,7561
282,Glenn Maxwell,G Maxwell,Australian,1988-10-14,true,true,OFF_SPIN,7561
1020,Travis Head,T Head,Australian,1993-12-29,true,false,OFF_SPIN,7561
290,Matthew Wade,M Wade,Australian,1987-12-26,true,false,MEDIUM_SEAM,7561
748,John Hastings,J Hastings,Australian,1985-11-04,false,true,,7561
490,Mitchell Starc,M Starc,Australian,1990-01-30,false,false,FAST_SEAM,7561
488,Pat Cummins,P Cummins,Australian,1993-05-08,true,true,FAST_SEAM,7561
857,Josh Hazlewood,J Hazlewood,Australian,1991-01-08,true,false,FAST_SEAM,7561
501,Upul Tharanga,U Tharanga,Sri Lankan,1985-02-02,false,false,,7576
1847,Niroshan Dickwella,N Dickwella,Sri Lankan,1993-06-23,false,false,,7576
1670,Kusal Mendis,BKG Mendis,Sri Lankan,1995-02-02,true,true,LEG_SPIN,7576
230,Dinesh Chandimal,D Chandimal,Sri Lankan,1989-11-18,true,true,OFF_SPIN,7576
1738,Kusal Perera,MDKJ Perera,Sri Lankan,1990-08-17,false,false,,7576
353,Chamara Kapugedera,CK Kapugedera,Sri Lankan,1987-02-24,false,true,,7576
3153,Asela Gunaratne,A Gunaratne,Sri Lankan,1986-01-08,true,true,,7576
808,Seekkuge Prasanna,S Prasanna,Sri Lankan,1985-06-27,false,true,,7576
993,Suranga Lakmal,S Lakmal,Sri Lankan,1987-03-10,true,true,FAST_SEAM,7576
505,Nuwan Pradeep,N Pradeep,Sri Lankan,1986-10-19,true,true,FAST_SEAM,7576
211,Lasith Malinga,L Malinga,Sri Lankan,1983-08-28,true,true,FAST_SEAM,7576
834,Quinton de Kock,Q de Kock,South African,1992-12-17,false,false,,7577
456,Hashim Amla,H Amla,South African,1983-03-31,true,true,MEDIUM_SEAM,7577
24,Faf du Plessis,F du Plessis,South African,1984-07-13,true,true,LEG_SPIN,7577
233,AB de Villiers,AB de Villiers,South African,1984-02-17,true,true,MEDIUM_SEAM,7577
187,David Miller,D Miller,South African,1989-06-10,true,false,OFF_SPIN,7577
182,JP Duminy,JP Duminy,South African,1984-04-14,false,false,,7577
836,Chris Morris,C Morris,South African,1987-04-30,true,true,FAST_SEAM,7577
223,Wayne Parnell,W Parnell,South African,1989-07-30,false,false,,7577
1664,Kagiso Rabada,K Rabada,South African,1995-05-25,true,false,FAST_SEAM,7577
169,Morne Morkel,M Morkel,South African,1984-10-06,true,false,FAST_SEAM,7577
898,Imran Tahir,I Tahir,South African,1979-03-27,true,true,LEG_SPIN,7577
107,Rohit Sharma,R Sharma,Indian,1987-04-30,true,true,OFF_SPIN,7582
41,Shikhar Dhawan,S Dhawan,Indian,1985-12-05,true,false,OFF_SPIN,7582
164,Virat Kohli,V Kohli,Indian,1988-11-05,true,true,MEDIUM_SEAM,7582
113,Yuvraj Singh,Y Singh,Indian,1981-12-12,false,false,ORTHODOX,7582
1,MS Dhoni,MS Dhoni,Indian,1981-07-07,true,true,MEDIUM_SEAM,7582
297,Kedar Jadhav,K Jadhav,Indian,1985-03-26,true,true,OFF_SPIN,7582
2740,Hardik Pandya,H Pandya,Indian,1993-10-11,true,true,MEDIUM_SEAM,7582
9,Ravindra Jadeja,R Jadeja,Indian,1988-12-06,false,false,ORTHODOX,7582
116,Bhuvneshwar Kumar,B Kumar,Indian,1990-02-05,true,true,MEDIUM_SEAM,7582
59,Umesh Yadav,U Yadav,Indian,1987-10-25,true,true,FAST_SEAM,7582
1124,Jasprit Bumrah,J Bumrah,Indian,1993-12-06,true,true,FAST_SEAM,7582
985,Azhar Ali,Azhar Ali,Pakistani,1985-02-19,true,true,LEG_SPIN,7583
979,Ahmed Shehzad,A Shehzad,Pakistani,1991-11-23,false,true,,7583
2759,Babar Azam,B Azam,Pakistani,1994-10-15,true,true,OFF_SPIN,7583
441,Mohammad Hafeez,M Hafeez,Pakistani,1980-10-17,true,true,OFF_SPIN,7583
314,Shoaib Malik,S Malik,Pakistani,1982-02-01,true,true,OFF_SPIN,7583
846,Sarfaraz Ahmed,S Ahmed,Pakistani,1987-05-22,true,true,OFF_SPIN,7583
2760,Imad Wasim,I Wasim,Pakistani,1988-12-18,false,false,ORTHODOX,7583
3046,Shadab Khan,S Khan,Pakistani,1998-10-04,true,true,LEG_SPIN,7583
2896,Mohammad Amir,M Amir,Pakistani,1992-04-13,false,false,FAST_SEAM,7583
988,Wahab Riaz,W Riaz,Pakistani,1985-06-28,false,true,FAST_SEAM,7583
3325,Hasan Ali,H Ali,Pakistani,1994-07-02,true,true,MEDIUM_SEAM,7583
167,Aaron Finch,A Finch,Australian,1986-11-17,false,true,ORTHODOX,7584
170,David Warner,D Warner,Australian,1986-10-27,true,false,LEG_SPIN,7584
271,Steve Smith,S Smith,Australian,1989-06-02,true,true,LEG_SPIN,7584
388,Moises Henriques,M Henriques,Australian,1987-02-01,true,true,MEDIUM_SEAM,7584
282,Glenn Maxwell,G Maxwell,Australian,1988-10-14,true,true,OFF_SPIN,7584
1020,Travis Head,T Head,Australian,1993-12-29,true,false,OFF_SPIN,7584
290,Matthew Wade,M Wade,Australian,1987-12-26,true,false,MEDIUM_SEAM,7584
490,Mitchell Starc,M Starc,Australian,1990-01-30,false,false,FAST_SEAM,7584
488,Pat Cummins,P Cummins,Australian,1993-05-08,true,true,FAST_SEAM,7584
958,Adam Zampa,A Zampa,Australian,1992-03-31,true,true,LEG_SPIN,7584
857,Josh Hazlewood,J Hazlewood,Australian,1991-01-08,true,false,FAST_SEAM,7584
287,Tamim Iqbal,T Iqbal,Bangladeshi,1989-03-20,false,false,,7585
1919,Soumya Sarkar,S Sarkar,Bangladeshi,1993-02-25,true,false,MEDIUM_SEAM,7585
1493,Imrul Kayes,I Kayes,Bangladeshi,1987-02-02,false,false,ORTHODOX,7585
201,Shakib Al Hasan,S Al Hasan,Bangladeshi,1987-03-24,false,false,ORTHODOX,7585
491,Mushfiqur Rahim,M Rahim,Bangladeshi,1987-05-09,true,true,,7585
1734,Sabbir Rahman,S Rahman,Bangladeshi,1991-11-22,true,true,LEG_SPIN,7585
1597,Mehidy Hasan,M Hasan,Bangladeshi,1997-10-25,true,true,OFF_SPIN,7585
492,Mahmudullah,Mahmudullah,Bangladeshi,1986-02-04,true,true,OFF_SPIN,7585
391,Mashrafe Mortaza,M Mortaza,Bangladeshi,1983-10-05,true,true,FAST_SEAM,7585
1594,Mustafizur Rahman,M Rahman,Bangladeshi,1995-09-06,false,false,FAST_SEAM,7585
1135,Rubel Hossain,R Hossain,Bangladeshi,1990-01-01,true,true,FAST_SEAM,7585
1906,Jason Roy,J Roy,English,1990-07-21,true,true,,7590
511,Alex Hales,A Hales,English,1989-01-03,true,true,MEDIUM_SEAM,7590
887,Joe Root,J Root,English,1990-12-30,true,true,OFF_SPIN,7590
197,Eoin Morgan,E Morgan,English,1986-09-10,true,false,MEDIUM_SEAM,7590
1154,Ben Stokes,B Stokes,English,1991-06-04,true,false,FAST_SEAM,7590
509,Jos Buttler,J Buttler,English,1990-09-08,true,true,,7590
1735,Moeen Ali,M Ali,English,1987-06-18,true,false,OFF_SPIN,7590
796,Adil Rashid,A Rashid,English,1988-02-17,true,true,LEG_SPIN,7590
1842,Liam Plunkett,L Plunkett,English,1985-04-06,true,true,FAST_SEAM,7590
2749,Mark Wood,M Wood,English,1990-01-11,true,true,FAST_SEAM,7590
3310,Jake Ball,J Ball,English,1991-03-14,true,true,FAST_SEAM,7590
431,Martin Guptill,M Guptill,New Zealander,1986-09-30,true,true,OFF_SPIN,7591
338,Luke Ronchi,L Ronchi,New Zealander,1981-04-23,false,true,,7591
440,Kane Williamson,K Williamson,New Zealander,1990-08-08,true,true,OFF_SPIN,7591
226,Ross Taylor,R Taylor,New Zealander,1984-03-08,true,true,OFF_SPIN,7591
1280,Neil Broom,N Broom,New Zealander,1983-11-20,false,true,,7591
971,Jimmy Neesham,J Neesham,New Zealander,1990-09-17,true,false,MEDIUM_SEAM,7591
968,Corey Anderson,C Anderson,New Zealander,1990-12-13,false,false,,7591
1903,Mitchell Santner,M Santner,New Zealander,1992-02-05,false,false,ORTHODOX,7591
434,Adam Milne,A Milne,New Zealander,1992-04-13,true,true,FAST_SEAM,7591
307,Tim Southee,T Southee,New Zealander,1988-12-11,true,true,MEDIUM_SEAM,7591
969,Trent Boult,T Boult,New Zealander,1989-07-22,false,true,FAST_SEAM,7591
985,Azhar Ali,Azhar Ali,Pakistani,1985-02-19,true,true,LEG_SPIN,7592
3801,Fakhar Zaman,F Zaman,Pakistani,1990-04-10,false,false,ORTHODOX,7592
2759,Babar Azam,B Azam,Pakistani,1994-10-15,true,true,OFF_SPIN,7592
441,Mohammad Hafeez,M Hafeez,Pakistani,1980-10-17,true,true,OFF_SPIN,7592
314,Shoaib Malik,S Malik,Pakistani,1982-02-01,true,true,OFF_SPIN,7592
846,Sarfaraz Ahmed,S Ahmed,Pakistani,1987-05-22,true,true,OFF_SPIN,7592
2760,Imad Wasim,I Wasim,Pakistani,1988-12-18,false,false,ORTHODOX,7592
2896,Mohammad Amir,M Amir,Pakistani,1992-04-13,false,false,FAST_SEAM,7592
3046,Shadab Khan,S Khan,Pakistani,1998-10-04,true,true,LEG_SPIN,7592
3325,Hasan Ali,H Ali,Pakistani,1994-07-02,true,true,MEDIUM_SEAM,7592
981,Junaid Khan,J Khan,Pakistani,1989-12-24,false,true,FAST_SEAM,7592
834,Quinton de Kock,Q de Kock,South African,1992-12-17,false,false,,7593
456,Hashim Amla,H Amla,South African,1983-03-31,true,true,MEDIUM_SEAM,7593
24,Faf du Plessis,F du Plessis,South African,1984-07-13,true,true,LEG_SPIN,7593
233,AB de Villiers,AB de Villiers,South African,1984-02-17,true,true,MEDIUM_SEAM,7593
187,David Miller,D Miller,South African,1989-06-10,true,false,OFF_SPIN,7593
182,JP Duminy,JP Duminy,South African,1984-04-14,false,false,,7593
836,Chris Morris,C Morris,South African,1987-04-30,true,true,FAST_SEAM,7593
223,Wayne Parnell,W Parnell,South African,1989-07-30,false,false,,7593
1664,Kagiso Rabada,K Rabada,South African,1995-05-25,true,false,FAST_SEAM,7593
169,Morne Morkel,M Morkel,South African,1984-10-06,true,false,FAST_SEAM,7593
898,Imran Tahir,I Tahir,South African,1979-03-27,true,true,LEG_SPIN,7593
107,Rohit Sharma,R Sharma,Indian,1987-04-30,true,true,OFF_SPIN,7594
41,Shikhar Dhawan,S Dhawan,Indian,1985-12-05,true,false,OFF_SPIN,7594
164,Virat Kohli,V Kohli,Indian,1988-11-05,true,true,MEDIUM_SEAM,7594
113,Yuvraj Singh,Y Singh,Indian,1981-12-12,false,false,ORTHODOX,7594
1,MS Dhoni,MS Dhoni,Indian,1981-07-07,true,true,MEDIUM_SEAM,7594
297,Kedar Jadhav,K Jadhav,Indian,1985-03-26,true,true,OFF_SPIN,7594
2740,Hardik Pandya,H Pandya,Indian,1993-10-11,true,true,MEDIUM_SEAM,7594
9,Ravindra Jadeja,R Jadeja,Indian,1988-12-06,false,false,ORTHODOX,7594
116,Bhuvneshwar Kumar,B Kumar,Indian,1990-02-05,true,true,MEDIUM_SEAM,7594
59,Umesh Yadav,U Yadav,Indian,1987-10-25,true,true,FAST_SEAM,7594
1124,Jasprit Bumrah,J Bumrah,Indian,1993-12-06,true,true,FAST_SEAM,7594
1847,Niroshan Dickwella,N Dickwella,Sri Lankan,1993-06-23,false,false,,7595
1863,Danushka Gunathilaka,D Gunathilaka,Sri Lankan,1991-03-17,true,false,OFF_SPIN,7595
1670,Kusal Mendis,BKG Mendis,Sri Lankan,1995-02-02,true,true,LEG_SPIN,7595
230,Dinesh Chandimal,D Chandimal,Sri Lankan,1989-11-18,true,true,OFF_SPIN,7595
217,Angelo Mathews,A Mathews,Sri Lankan,1987-06-02,true,true,MEDIUM_SEAM,7595
1738,Kusal Perera,MDKJ Perera,Sri Lankan,1990-08-17,false,false,,7595
3153,Asela Gunaratne,A Gunaratne,Sri Lankan,1986-01-08,true,true,,7595
215,Thisara Perera,NTLC Perera,Sri Lankan,1989-04-03,true,false,MEDIUM_SEAM,7595
993,Suranga Lakmal,S Lakmal,Sri Lankan,1987-03-10,true,true,FAST_SEAM,7595
211,Lasith Malinga,L Malinga,Sri Lankan,1983-08-28,true,true,FAST_SEAM,7595
505,Nuwan Pradeep,N Pradeep,Sri Lankan,1986-10-19,true,true,FAST_SEAM,7595
431,Martin Guptill,M Guptill,New Zealander,1986-09-30,true,true,OFF_SPIN,7611
338,Luke Ronchi,L Ronchi,New Zealander,1981-04-23,false,true,,7611
440,Kane Williamson,K Williamson,New Zealander,1990-08-08,true,true,OFF_SPIN,7611
226,Ross Taylor,R Taylor,New Zealander,1984-03-08,true,true,OFF_SPIN,7611
1280,Neil Broom,N Broom,New Zealander,1983-11-20,false,true,,7611
971,Jimmy Neesham,J Neesham,New Zealander,1990-09-17,true,false,MEDIUM_SEAM,7611
968,Corey Anderson,C Anderson,New Zealander,1990-12-13,false,false,,7611
1903,Mitchell Santner,M Santner,New Zealander,1992-02-05,false,false,ORTHODOX,7611
434,Adam Milne,A Milne,New Zealander,1992-04-13,true,true,FAST_SEAM,7611
307,Tim Southee,T Southee,New Zealander,1988-12-11,true,true,MEDIUM_SEAM,7611
969,Trent Boult,T Boult,New Zealander,1989-07-22,false,true,FAST_SEAM,7611
287,Tamim Iqbal,T Iqbal,Bangladeshi,1989-03-20,false,false,,7610
1919,Soumya Sarkar,S Sarkar,Bangladeshi,1993-02-25,true,false,MEDIUM_SEAM,7610
1734,Sabbir Rahman,S Rahman,Bangladeshi,1991-11-22,true,true,LEG_SPIN,7610
491,Mushfiqur Rahim,M Rahim,Bangladeshi,1987-05-09,true,true,,7610
201,Shakib Al Hasan,S Al Hasan,Bangladeshi,1987-03-24,false,false,ORTHODOX,7610
492,Mahmudullah,Mahmudullah,Bangladeshi,1986-02-04,true,true,OFF_SPIN,7610
1588,Mosaddek Hossain,M Hossain,Bangladeshi,1995-12-10,true,true,OFF_SPIN,7610
391,Mashrafe Mortaza,M Mortaza,Bangladeshi,1983-10-05,true,true,FAST_SEAM,7610
1839,Taskin Ahmed,T Ahmed,Bangladeshi,1995-04-03,false,false,,7610
1135,Rubel Hossain,R Hossain,Bangladeshi,1990-01-01,true,true,FAST_SEAM,7610
1594,Mustafizur Rahman,M Rahman,Bangladeshi,1995-09-06,false,false,FAST_SEAM,7610
872,Evin Lewis,E Lewis,West Indian,1991-12-27,false,false,,7614
1076,Kieran Powell,K Powell,West Indian,1990-03-06,false,true,,7614
2751,Shai Hope,S Hope,West Indian,1993-11-10,true,true,,7614
3321,Roston Chase,R Chase,West Indian,1992-03-22,true,true,OFF_SPIN,7614
769,Jason Mohammed,J Mohammed,West Indian,1986-09-23,false,true,,7614
1899,Jonathan Carter,J Carter,West Indian,1987-11-16,true,false,MEDIUM_SEAM,7614
1075,Jason Holder,J Holder,West Indian,1991-11-05,true,true,MEDIUM_SEAM,7614
1898,Ashley Nurse,A Nurse,West Indian,1988-12-22,true,true,OFF_SPIN,7614
3098,Alzarri Joseph,A Joseph,West Indian,1996-11-20,true,true,FAST_SEAM,7614
2891,Miguel Cummins,M Cummins,West Indian,1990-09-05,false,false,,7614
871,Shannon Gabriel,S Gabriel,West Indian,1988-04-28,true,true,FAST_SEAM,7614
611,Asghar Afghan,A Afghan,Afghan,1987-12-26,true,true,MEDIUM_SEAM,7615
1313,Noor Ali Zadran,N Zadran,Afghan,1988-07-10,true,true,MEDIUM_SEAM,7615
618,Mohammad Nabi,M Nabi,Afghan,1985-01-01,true,true,OFF_SPIN,7615
2885,Rashid Khan,R Khan,Afghan,1998-09-20,true,true,LEG_SPIN,7615
613,Gulbadin Naib,G Naib,Afghan,1991-03-16,true,true,MEDIUM_SEAM,7615
622,Samiullah Shinwari,S Shinwari,Afghan,1987-12-31,true,true,LEG_SPIN,7615
612,Dawlat Zadran,D Zadran,Afghan,1988-03-19,true,true,FAST_SEAM,7615
1250,Rahmat Shah,R Shah,Afghan,1993-07-06,true,true,LEG_SPIN,7615
2882,Amir Hamza,A Hamza,Afghan,1991-08-15,false,true,,7615
1312,Afsar Zazai,A Zazai,Afghan,1993-08-10,true,true,,7615
616,Javed Ahmadi,J Ahmadi,Afghan,1992-01-02,true,true,OFF_SPIN,7615
1906,Jason Roy,J Roy,English,1990-07-21,true,true,,7616
511,Alex Hales,A Hales,English,1989-01-03,true,true,MEDIUM_SEAM,7616
887,Joe Root,J Root,English,1990-12-30,true,true,OFF_SPIN,7616
197,Eoin Morgan,E Morgan,English,1986-09-10,true,false,MEDIUM_SEAM,7616
1154,Ben Stokes,B Stokes,English,1991-06-04,true,false,FAST_SEAM,7616
509,Jos Buttler,J Buttler,English,1990-09-08,true,true,,7616
